ARCH: wormhole_b0, CHIP_FREQ[MHz]: 1000
PCIe slot, core_x, core_y, RISC processor type, timer_id, time[cycles since reset], data, run host ID,  zone name, type, source line, source file, meta data
0,1,1,BRISC,12345,2170879425121,3105098146251268,1024,,TS_DATA,0,,
0,1,1,BRISC,12345,2170879425221,5349063939653631,1024,,TS_DATA,0,,
0,1,1,BRISC,12345,2170879425543,5630538916364287,1024,,TS_DATA,0,,
0,1,1,BRISC,22845,2171360206687,0,2048,BRISC-FW,ZONE_START,396,/localdev/bgrady/tt-metal/tt_metal/hw/firmware/src/brisc.cc,
0,1,1,BRISC,22845,2171360215295,0,2048,BRISC-FW,ZONE_END,396,/localdev/bgrady/tt-metal/tt_metal/hw/firmware/src/brisc.cc,
0,1,1,BRISC,21766,2171360207649,0,2048,BRISC-KERNEL,ZONE_START,49,/localdev/bgrady/tt-metal/tt_metal/hw/firmware/src/brisck.cc,
0,1,1,BRISC,21766,2171360215116,0,2048,BRISC-KERNEL,ZONE_END,49,/localdev/bgrady/tt-metal/tt_metal/hw/firmware/src/brisck.cc,
0,1,1,BRISC,12345,2171360212827,3166670797406217,2048,,TS_DATA,0,,
0,1,1,BRISC,12345,2171360212919,5349063939653631,2048,,TS_DATA,0,,
0,1,1,BRISC,12345,2171360213343,5630538916364287,2048,,TS_DATA,0,,
0,1,1,BRISC,12345,2171360213455,3166670797408777,2048,,TS_DATA,0,,
0,1,1,BRISC,12345,2171360213532,5349063939653631,2048,,TS_DATA,0,,
0,1,1,BRISC,12345,2171360213847,5630538916364287,2048,,TS_DATA,0,,
0,1,1,BRISC,12345,2171360213947,3166670797407753,2048,,TS_DATA,0,,
0,1,1,BRISC,12345,2171360214024,5349063939653631,2048,,TS_DATA,0,,
0,1,1,BRISC,12345,2171360214450,5630538916364287,2048,,TS_DATA,0,,
0,1,1,BRISC,12345,2171360214554,3166670797407241,2048,,TS_DATA,0,,
0,1,1,BRISC,12345,2171360214632,5349063939653631,2048,,TS_DATA,0,,
0,1,1,BRISC,12345,2171360215058,5630538916364287,2048,,TS_DATA,0,,
0,1,1,BRISC,22845,2171369811586,0,3072,BRISC-FW,ZONE_START,396,/localdev/bgrady/tt-metal/tt_metal/hw/firmware/src/brisc.cc,
0,1,1,BRISC,22845,2171369820790,0,3072,BRISC-FW,ZONE_END,396,/localdev/bgrady/tt-metal/tt_metal/hw/firmware/src/brisc.cc,
0,1,1,BRISC,21766,2171369812464,0,3072,BRISC-KERNEL,ZONE_START,49,/localdev/bgrady/tt-metal/tt_metal/hw/firmware/src/brisck.cc,
0,1,1,BRISC,21766,2171369820611,0,3072,BRISC-KERNEL,ZONE_END,49,/localdev/bgrady/tt-metal/tt_metal/hw/firmware/src/brisck.cc,
0,1,1,BRISC,12345,2171369815620,3105098146250761,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369815801,3105098146253321,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369815946,3105098146252297,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369816090,3105098146251785,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369816235,3105098146253316,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369816379,3105098146250756,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369816524,3105098146253060,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369816668,3105098146251268,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369816813,3105098146251524,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369816957,3105098146252804,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369817102,3105098146252292,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369817246,3105098146251780,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369817390,3105098146250761,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369817534,3105098146253321,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369817679,3105098146252297,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369817823,3105098146251785,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369817968,3105098146253316,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369818112,3105098146250756,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369818257,3105098146253060,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369818401,3105098146251268,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369818546,3105098146251524,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369818690,3105098146252804,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369818835,3105098146252292,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369818979,3105098146251780,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369819124,3105098146250761,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369819268,3105098146253321,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369819413,3105098146252297,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369819557,3105098146251785,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369819701,3105098146253316,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369819845,3105098146250756,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369819990,3105098146253060,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369820134,3105098146251268,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369820235,5349063939653631,3072,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369820546,5630538916364287,3072,,TS_DATA,0,,
0,1,1,BRISC,22845,2171369937777,0,4096,BRISC-FW,ZONE_START,396,/localdev/bgrady/tt-metal/tt_metal/hw/firmware/src/brisc.cc,
0,1,1,BRISC,22845,2171369946310,0,4096,BRISC-FW,ZONE_END,396,/localdev/bgrady/tt-metal/tt_metal/hw/firmware/src/brisc.cc,
0,1,1,BRISC,21766,2171369938748,0,4096,BRISC-KERNEL,ZONE_START,49,/localdev/bgrady/tt-metal/tt_metal/hw/firmware/src/brisck.cc,
0,1,1,BRISC,21766,2171369946128,0,4096,BRISC-KERNEL,ZONE_END,49,/localdev/bgrady/tt-metal/tt_metal/hw/firmware/src/brisck.cc,
0,1,1,BRISC,12345,2171369943853,3166670797406217,4096,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369943943,5349063939653631,4096,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369944368,5630538916364287,4096,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369944480,3166670797408777,4096,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369944557,5349063939653631,4096,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369944872,5630538916364287,4096,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369944972,3166670797407753,4096,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369945049,5349063939653631,4096,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369945475,5630538916364287,4096,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369945577,3166670797407241,4096,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369945654,5349063939653631,4096,,TS_DATA,0,,
0,1,1,BRISC,12345,2171369946072,5630538916364287,4096,,TS_DATA,0,,
0,1,1,BRISC,22845,2171916009844,0,5120,BRISC-FW,ZONE_START,396,/localdev/bgrady/tt-metal/tt_metal/hw/firmware/src/brisc.cc,
0,1,1,BRISC,21766,2171916010688,0,5120,BRISC-KERNEL,ZONE_START,49,/localdev/bgrady/tt-metal/tt_metal/hw/firmware/src/brisck.cc,
0,1,1,BRISC,12345,2171916011448,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916011588,3097401564858884,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916011710,3097401564857092,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916011835,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916011960,3097401564858884,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916012082,3097401564857092,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916012207,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916012329,3097401564858884,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916012451,3097401564857092,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916012573,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916012695,3097401564858884,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916012817,3097401564857092,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916012939,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916013064,3097401564858884,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916013186,3097401564857092,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916013308,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916013440,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916013572,3097401564858884,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916013694,3097401564857092,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916013816,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916013938,3097401564858884,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916014063,3097401564857092,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916014185,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916014307,3097401564858884,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916014429,3097401564857092,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916014551,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916014673,3097401564858884,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916014795,3097401564857092,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916014917,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916015039,3097401564858884,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916015161,3097401564857092,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916015283,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916015432,3097401564858884,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916015559,3097401564857092,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916015684,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916015806,3097401564858884,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916015931,3097401564857092,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916016056,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916016181,3097401564858884,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916016303,3097401564857092,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916016428,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916016550,3097401564858884,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916016672,3097401564857092,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916016794,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916016916,3097401564858884,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916017038,3097401564857092,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916017160,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916017282,3097401564858884,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916017414,3097401564858884,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916017546,3097401564857092,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916017668,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916017790,3097401564858884,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916017912,3097401564857092,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916018037,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916018159,3097401564858884,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916018281,3097401564857092,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916018403,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916018525,3097401564858884,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916018647,3097401564857092,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916018769,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916018891,3097401564858884,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916019013,3097401564857092,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916019135,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916019257,3097401564858884,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916019362,5349063939653631,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916019554,5630538916364287,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916019729,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916019845,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916019958,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916020074,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916020189,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916020301,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916020413,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916020529,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916020645,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916020760,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916020872,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916020984,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916021096,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916021211,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916021327,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916021455,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916021567,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916021678,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916021786,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916021894,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916022002,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916022110,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916022218,3097401564856329,5120,,TS_DATA,0,,
0,1,1,BRISC,12345,2171916022326,3097401564856329,5120,,TS_DATA,0,,
